Ticker,Date,Time,Titles,neg,neu,pos,compound,roberta_sent,roberta_score,rob_positive,rob_negative,rob_neutral,date_time
AMZN,2023-04-24,21:23:00,Time to Buy Amazon or Microsoft Stock with Earnings Approaching?,0.0,0.841,0.159,0.1779,neutral,0.8371696472167969,0.16379814,0.015855704,0.82034606,2023-04-24 21:23:00
AMZN,2023-04-24,18:59:00,Amazon Faces Backlash Over One Of Its Budget Cuts,0.202,0.642,0.156,-0.128,negative,0.6640121340751648,0.014129342,0.7117607,0.27411005,2023-04-24 18:59:00
AMZN,2023-04-24,18:18:00,"Big Tech Earnings Are Coming. What to Know About Amazon, Microsoft, Alphabet, and Meta.",0.0,0.884,0.116,0.1779,positive,0.8856288194656372,0.8416724,0.002016984,0.15631059,2023-04-24 18:18:00
AMZN,2023-04-24,17:53:00,Amazon Contract Drivers in California Join Teamsters Union,0.0,0.606,0.394,0.4404,neutral,0.8395172953605652,0.120215006,0.046438053,0.83334696,2023-04-24 17:53:00
AMZN,2023-04-24,17:31:00,"Bed Bath & Beyond bankruptcy  I dont think anyones even going to notice it's gone: Former Toys ""R"" Us CEO",0.0,1.0,0.0,0.0,negative,0.5745358467102051,0.07495687,0.53577685,0.38926625,2023-04-24 17:31:00
AMZN,2023-04-24,17:23:00,Amazon Faces Pushback Over Ending Popular Giveback,0.0,0.526,0.474,0.5423,neutral,0.7903358340263367,0.17677797,0.07162894,0.7515931,2023-04-24 17:23:00
AMZN,2023-04-24,16:38:00,"FAANG Stock Pain Ahead? Tech Earnings This Week: Microsoft, Google, Meta, Amazon, and More!",0.208,0.694,0.098,-0.4389,neutral,0.6107344627380371,0.2202306,0.15795173,0.6218177,2023-04-24 16:38:00
AMZN,2023-04-24,16:18:00,AI Chatbot Crackdown: Microsoft & Co. Face Regulatory Heat In Europe as ChatGPT Reignites Debate,0.0,1.0,0.0,0.0,neutral,0.5019356608390808,0.047362294,0.34946918,0.60316855,2023-04-24 16:18:00
AMZN,2023-04-24,16:10:00,Microsoft earnings: AI hype could take backseat to cloud growth troubles,0.205,0.616,0.178,-0.1027,neutral,0.5693510174751282,0.1227668,0.27910537,0.59812784,2023-04-24 16:10:00
AMZN,2023-04-24,16:00:00,Amazon May Have Made a Mistake in Killing a Popular Program,0.417,0.307,0.276,-0.5106,negative,0.7750659584999084,0.008503903,0.8401528,0.15134332,2023-04-24 16:00:00
AMZN,2023-04-24,15:49:00,"Wall Street Headlines, International Investing, and Stocks to Watch",0.0,1.0,0.0,0.0,neutral,0.9095219373703003,0.09744983,0.029500876,0.8730493,2023-04-24 15:49:00
AMZN,2023-04-24,15:47:00,These 3 Quarterly Reports Could Shake the Market,0.221,0.779,0.0,-0.1779,neutral,0.8350449204444885,0.24504209,0.022885311,0.73207265,2023-04-24 15:47:00
AMZN,2023-04-24,14:44:00,Big Tech Earnings Looming: What to Expect,0.2,0.8,0.0,-0.128,neutral,0.6610801219940186,0.5244166,0.0036623923,0.47192097,2023-04-24 14:44:00
AMZN,2023-04-24,14:39:00,"Why Meta, Microsoft and Amazon stock have out-performed in 2023: Morning Brief",0.0,0.866,0.134,0.1779,neutral,0.5628830790519714,0.31526116,0.07696296,0.60777587,2023-04-24 14:39:00
AMZN,2023-04-24,13:47:00,Wall Street Headlines and a Closer Look at the Business of Movies,0.0,1.0,0.0,0.0,neutral,0.9327341318130493,0.05706918,0.054636225,0.8882946,2023-04-24 13:47:00
AMZN,2023-04-24,13:04:00,Tech layoffs: Smaller companies still hiring top talent as tech giants cut jobs,0.126,0.599,0.275,0.3612,neutral,0.4938971996307373,0.20380187,0.12509753,0.6711006,2023-04-24 13:04:00
AMZN,2023-04-24,12:51:00,Techs obsession with founder-CEOs is not over yet,0.255,0.745,0.0,-0.34,neutral,0.5994663834571838,0.080268785,0.42373243,0.49599877,2023-04-24 12:51:00
AMZN,2023-04-24,12:49:00,"Bed Bath & Beyond bankruptcy poised to boost online retailers Wayfair, Overstock: Analyst",0.0,0.68,0.32,0.5719,neutral,0.8638407588005066,0.5319708,0.0036800143,0.46434915,2023-04-24 12:49:00
AMZN,2023-04-24,12:48:00,Amazon's AWS Adds New Threat Detection Capabilities To Boost Customer Security,0.206,0.485,0.309,0.1779,positive,0.5792421698570251,0.6802713,0.0061952407,0.31353348,2023-04-24 12:48:00
AMZN,2023-04-24,12:24:00,The Companies Conducting Layoffs in 2023: Heres the List,0.0,1.0,0.0,0.0,neutral,0.945494532585144,0.026394928,0.09299719,0.88060784,2023-04-24 12:24:00
AMZN,2023-04-24,12:12:00,"Big Tech Earnings Preview: Microsoft, Meta, Google, Amazon On Deck as Market Eyes AI Impact, Job Cuts, Profit Outlooks",0.096,0.702,0.202,0.34,neutral,0.6193799376487732,0.5455294,0.0059796977,0.44849092,2023-04-24 12:12:00
AMZN,2023-04-24,12:00:00,Amazon's vocal vault,0.0,1.0,0.0,0.0,neutral,0.7802037000656128,0.08204925,0.09705846,0.8208923,2023-04-24 12:00:00
AMZN,2023-04-24,11:21:00,3 Magnificent Stocks Warren Buffett Regrets Not Buying Sooner,0.202,0.484,0.315,0.34,neutral,0.4892112910747528,0.26592466,0.12108492,0.61299044,2023-04-24 11:21:00
AMZN,2023-04-24,10:58:00,3 Retail Pharmacy and Drugstore Stocks to Watch in a Growing Industry,0.0,0.841,0.159,0.1779,neutral,0.7790481448173523,0.18098873,0.014566692,0.80444455,2023-04-24 10:58:00
AMZN,2023-04-24,10:34:00,What to Expect Ahead of Amazon's (AMZN) Q1 Earnings Release?,0.0,1.0,0.0,0.0,neutral,0.8781285285949707,0.2041317,0.011192744,0.78467566,2023-04-24 10:34:00
AMZN,2023-04-24,10:05:00,ETFs in Focus Ahead of Big Tech Q1 Earnings,0.0,1.0,0.0,0.0,neutral,0.5308025479316711,0.22154307,0.006346955,0.77210987,2023-04-24 10:05:00
AMZN,2023-04-24,10:00:00,2 Top E-Commerce Stocks to Buy Right Now,0.0,0.769,0.231,0.2023,neutral,0.586550235748291,0.2805867,0.009206739,0.71020657,2023-04-24 10:00:00
AMZN,2023-04-24,09:10:00,The Digital Advertising Market Remains Healthy: These 3 Stocks Are Screaming Buys Because of It,0.15,0.694,0.156,0.0258,positive,0.589271605014801,0.7972566,0.007963432,0.19477993,2023-04-24 09:10:00
AMZN,2023-04-24,08:00:00,"AWS Announces Three New Amazon GuardDuty Capabilities to Help Customers Protect Container, Database, and Serverless Workloads",0.0,0.65,0.35,0.7184,neutral,0.5101307034492493,0.6646924,0.003134447,0.3321731,2023-04-24 08:00:00
AMZN,2023-04-24,08:00:00,"1 E-Commerce Stock on the Nasdaq-100 Investors Should Watch, and It's Not Amazon",0.121,0.879,0.0,-0.1326,neutral,0.5806681513786316,0.1380385,0.1985522,0.6634093,2023-04-24 08:00:00
AMZN,2023-04-24,07:30:00,Better Buy: Amazon vs. Disney,0.0,0.395,0.605,0.5574,neutral,0.5160531401634216,0.64381456,0.021935709,0.33424976,2023-04-24 07:30:00
AMZN,2023-04-24,04:45:00,Best $1 Trillion AI Stock: Amazon vs. Microsoft vs. Google,0.0,0.576,0.424,0.7096,positive,0.7893398404121399,0.91156,0.002184281,0.08625576,2023-04-24 04:45:00
AMZN,2023-04-23,17:00:00,3 Traps to Avoid When Shopping at Dollar Stores,0.239,0.761,0.0,-0.296,neutral,0.6765556931495667,0.02578174,0.5412125,0.43300578,2023-04-23 17:00:00
AMZN,2023-04-23,13:14:00,A Shareholder Revolt at Amazon Reveals Potential Changes Ahead,0.0,0.805,0.195,0.1779,neutral,0.8711488842964172,0.44507277,0.019321047,0.53560615,2023-04-23 13:14:00
AMZN,2023-04-23,12:47:00,Amazon Crafting Its Chips -- Is AWS Set to Dominate the Semiconductor Space?,0.106,0.775,0.12,0.0516,neutral,0.7094054818153381,0.27963236,0.011065899,0.7093017,2023-04-23 12:47:00
AMZN,2023-04-23,10:00:00,Is Amazon About to Race Ahead of Microsoft and Alphabet in the AI Arms Race?,0.0,0.892,0.108,0.1779,neutral,0.8687422275543213,0.14210728,0.07334872,0.784544,2023-04-23 10:00:00
AMZN,2023-04-23,10:00:00,Big Tech Depends on AI Shining Through Cloud Haze,0.0,1.0,0.0,0.0,neutral,0.5337948799133301,0.4379408,0.008471073,0.55358815,2023-04-23 10:00:00
AMZN,2023-04-23,09:49:00,"As Amazon cuts back, Alexa Games pushes forward with Dead Island 2 integration",0.378,0.523,0.099,-0.7003,neutral,0.7842499017715454,0.5731797,0.014976786,0.4118435,2023-04-23 09:49:00
AMZN,2023-04-23,08:55:00,Bed Bath & Beyond Files for Bankruptcy With Plan to Shut Stores,0.0,1.0,0.0,0.0,negative,0.6849484443664551,0.026303953,0.13601324,0.83768284,2023-04-23 08:55:00
AMZN,2023-04-23,08:10:00,"Got $2,000? Here Are 2 Beaten-Down Growth Stocks to Buy Right Now",0.0,0.794,0.206,0.3818,neutral,0.6562000513076782,0.28502432,0.014305826,0.7006699,2023-04-23 08:10:00
AMZN,2023-04-23,07:46:00,Bed Bath & Beyond files for bankruptcy after sales collapse dooms home retailer,0.346,0.654,0.0,-0.6486,negative,0.619126558303833,0.0071639274,0.8042596,0.18857652,2023-04-23 07:46:00
AMZN,2023-04-23,07:44:00,"Amazon, Microsoft, Meta, Alphabet lead earnings rush: What to know this week",0.0,0.866,0.134,0.1779,neutral,0.7123329639434814,0.56352544,0.0053022816,0.4311723,2023-04-23 07:44:00
AMZN,2023-04-23,05:37:00,"If I Could Only Buy 3 Stocks in 2023, I'd Pick These",0.0,1.0,0.0,0.0,neutral,0.7033030390739441,0.514352,0.016753605,0.4688944,2023-04-23 05:37:00
AMZN,2023-04-23,05:30:00,"Amazon, Facebook, Google Headline Busy Earnings Week for Tech",0.0,0.825,0.175,0.1779,positive,0.7653265595436096,0.71116126,0.0038566673,0.2849821,2023-04-23 05:30:00
AMZN,2023-04-22,13:03:00,"This Week in AI: Big Tech Developments From Meta, Microsoft, Google, and Amazon",0.0,0.876,0.124,0.1779,neutral,0.4986202120780945,0.8064248,0.0022982094,0.19127703,2023-04-22 13:03:00
AMZN,2023-04-22,11:00:00,Could You Make Money Reselling Amazon Return Pallets?,0.0,0.805,0.195,0.1779,neutral,0.8906987309455872,0.06654141,0.09060796,0.8428506,2023-04-22 11:00:00
AMZN,2023-04-22,06:25:00,A Bull Market Is Coming: 2 FAANG Stocks to Buy Right Now,0.0,1.0,0.0,0.0,positive,0.7886819839477539,0.23030926,0.039398376,0.7302924,2023-04-22 06:25:00
AMZN,2023-04-22,06:00:00,What is Metadata? YF explains,0.0,1.0,0.0,0.0,neutral,0.9173577427864075,0.040033825,0.12705763,0.8329086,2023-04-22 06:00:00
AMZN,2023-04-22,05:30:00,Is It Too Late to Buy These 2 Stock-Split Stocks?,0.0,1.0,0.0,0.0,neutral,0.8902140259742737,0.043242812,0.10903996,0.8477172,2023-04-22 05:30:00
AMZN,2023-04-22,05:13:00,3 Exceptional Growth Stocks You Can Buy Now With $200 and Hold Forever,0.0,0.809,0.191,0.3818,positive,0.935619056224823,0.7716464,0.002719553,0.22563405,2023-04-22 05:13:00
AMZN,2023-04-21,19:14:00,Amazon's Whole Foods to cut hundreds of corporate roles,0.208,0.792,0.0,-0.2732,neutral,0.4883173704147339,0.19932352,0.13069206,0.66998446,2023-04-21 19:14:00
AMZN,2023-04-21,18:24:00,"Stock Trading Action Plan: Inflation Gauges And Microsoft, Amazon, Boeing, Alphabet Earnings",0.0,0.866,0.134,0.1779,neutral,0.8962399363517761,0.14920923,0.019468699,0.83132213,2023-04-21 18:24:00
AMZN,2023-04-21,17:29:00,"Microsoft, Meta & Amazon Earnings: Time to Buy Mega-Cap Tech Stocks?",0.0,0.841,0.159,0.1779,neutral,0.8501712083816528,0.15590325,0.015871733,0.82822496,2023-04-21 17:29:00
AMZN,2023-04-21,17:15:00,Amazon's CEO Says 2023 Will Be a Year of Efficiency. Does That Make the Stock a Buy?,0.0,0.848,0.152,0.3612,neutral,0.6013171076774597,0.54282576,0.018995482,0.43817875,2023-04-21 17:15:00
AMZN,2023-04-21,17:03:00,Amazon unveils Alexa Game Control feature for 'Dead Island 2',0.307,0.571,0.121,-0.5574,neutral,0.6729717254638672,0.49139056,0.0087361885,0.4998733,2023-04-21 17:03:00
AMZN,2023-04-21,16:27:00,"Amazon, Alphabet, Microsoft Report Next Week as Earnings Pick Up",0.0,0.841,0.159,0.1779,neutral,0.6286342740058899,0.6084499,0.0040787645,0.38747138,2023-04-21 16:27:00
AMZN,2023-04-21,16:25:00,"Amazon stock boosted amid bullish calls by analysts, Whole Foods job cuts",0.143,0.584,0.273,0.25,positive,0.8973369002342224,0.8146561,0.0039671254,0.18137684,2023-04-21 16:25:00
AMZN,2023-04-21,16:24:00,Top 15 Cloud Computing Companies in the World,0.0,0.795,0.205,0.2023,positive,0.5979548692703247,0.35226682,0.012382134,0.635351,2023-04-21 16:24:00
AMZN,2023-04-21,15:29:00,Amazon Execs Are Quietly Weighing Whole Foods' Future,0.0,0.805,0.195,0.1779,neutral,0.8718973398208618,0.10358969,0.1597527,0.7366577,2023-04-21 15:29:00
AMZN,2023-04-21,15:28:00,Lyft layoffs are 'very consistent in what we've seen in big tech' cost-cutting strategies: Analyst,0.0,1.0,0.0,0.0,neutral,0.8060957193374634,0.23049474,0.07214788,0.69735736,2023-04-21 15:28:00
AMZN,2023-04-21,15:17:00,"Thrive Market uses less selection, larger orders to fight grocery inflation",0.206,0.794,0.0,-0.3818,neutral,0.6690078377723694,0.21335366,0.088622525,0.69802374,2023-04-21 15:17:00
AMZN,2023-04-21,13:09:00,Amazon rallies after research firm predicts upbeat retail sales,0.0,0.825,0.175,0.1779,positive,0.9052412509918213,0.8472004,0.0037904757,0.1490091,2023-04-21 13:09:00
AMZN,2023-04-21,12:51:00,Amazon Looks Poised to Re-Kindle Its Old Magic,0.0,0.619,0.381,0.4019,positive,0.8717565536499023,0.7455452,0.0068066344,0.24764816,2023-04-21 12:51:00
AMZN,2023-04-21,12:46:00,Amazon defeats consumer antitrust lawsuit over fulfillment centers,0.385,0.459,0.156,-0.3612,neutral,0.7026292085647583,0.1926103,0.21203333,0.5953564,2023-04-21 12:46:00
AMZN,2023-04-21,11:47:00,Amazon Earnings Are Next Week. It Remains the Best Idea for J.P. Morgan Analysts.,0.0,0.67,0.33,0.7096,positive,0.7710765600204468,0.93414104,0.0020551845,0.0638038,2023-04-21 11:47:00
AMZN,2023-04-21,11:21:00,"Carlyle Seeks New Investors For McDonald's China Arm, US Judge Halts Several Johnson & Johnson's Talc-Related Lawsuits, A Look At How Much Alphabet Analysts, Managers And Engineers Get Paid: Today's Top Stories",0.051,0.892,0.057,0.0516,neutral,0.9177216291427612,0.057030916,0.051522903,0.89144623,2023-04-21 11:21:00
AMZN,2023-04-21,10:14:00,Fox (FOXA) Television Stations Reveal Partnership With Amazon,0.0,0.805,0.195,0.1779,neutral,0.9242706894874573,0.054269902,0.035238784,0.9104912,2023-04-21 10:14:00
AMZN,2023-04-21,10:00:00,Amazon Bedrock: ChatGPT's Days Are Numbered,0.0,0.746,0.254,0.1779,neutral,0.9144884347915649,0.06973842,0.14964789,0.78061366,2023-04-21 10:00:00
AMZN,2023-04-21,09:45:00,Stocks trade mixed at the open as earnings week wraps up,0.0,1.0,0.0,0.0,neutral,0.8977529406547546,0.032331254,0.3117748,0.6558939,2023-04-21 09:45:00
AMZN,2023-04-21,09:43:00,Googles Search Dominance Feels Heat From ChatGPT,0.0,0.769,0.231,0.2023,neutral,0.8952337503433228,0.3197966,0.008481679,0.6717217,2023-04-21 09:43:00
AMZN,2023-04-21,09:35:00,"Amazon's Whole Foods Prepares For Organizational Revamp, To Let Go Of Fraction Of Employees",0.0,1.0,0.0,0.0,neutral,0.9148671627044678,0.34998915,0.043424986,0.60658586,2023-04-21 09:35:00
AMZN,2023-04-21,09:18:00,"Clorox, Whole Foods announce layoff plans",0.0,1.0,0.0,0.0,neutral,0.7743198275566101,0.052303847,0.03568085,0.91201526,2023-04-21 09:18:00
AMZN,2023-04-21,08:45:00,2 Unstoppable Stocks You Might Regret Not Buying Right Now,0.397,0.603,0.0,-0.5574,neutral,0.6100853085517883,0.12563492,0.30926117,0.56510395,2023-04-21 08:45:00
AMZN,2023-04-21,08:00:00,7 Perks of Amazon Prime You're Not Using,0.0,0.779,0.221,0.1779,neutral,0.59028559923172,0.15486443,0.33248943,0.5126461,2023-04-21 08:00:00
AMZN,2023-04-21,06:30:00,Best Stock to Buy: Amazon vs. eBay vs. Etsy,0.0,0.543,0.457,0.7096,positive,0.641493558883667,0.877658,0.0032709958,0.11907098,2023-04-21 06:30:00
AMZN,2023-04-21,06:30:00,"Amazon Stock Could Soar 31%, According to Wall Street",0.0,0.825,0.175,0.1779,neutral,0.7938973903656006,0.70244104,0.005824068,0.29173484,2023-04-21 06:30:00
AMZN,2023-04-21,06:22:00,2 Warren Buffett Stocks You Can Buy in April and Hold Forever,0.0,1.0,0.0,0.0,positive,0.5000805258750916,0.39074793,0.004692518,0.6045596,2023-04-21 06:22:00
AMZN,2023-04-21,05:49:00,"Stocks Flat, Amazon Job Cuts, Fed Bank Lending, Procter & Gamble Earnings, President Biden Election Plans - Five Things To Know",0.105,0.813,0.081,-0.128,neutral,0.8146902322769165,0.07609755,0.18996105,0.7339414,2023-04-21 05:49:00
AMZN,2023-04-21,05:21:00,The Fed Is Now Modeling a Recession: 1 FAANG Stock to Buy Hand Over Fist and 1 to Avoid,0.236,0.613,0.151,-0.2023,neutral,0.5873354077339172,0.048294086,0.23260064,0.71910524,2023-04-21 05:21:00
AMZN,2023-04-21,05:15:00,3 Ultra-Growth Stocks That Are Leading the Market Recovery,0.0,1.0,0.0,0.0,positive,0.7546400427818298,0.6856662,0.003312119,0.3110216,2023-04-21 05:15:00
AMZN,2023-04-21,05:05:00,This Ridiculously Cheap Warren Buffett Stock Could Help Make You Richer,0.145,0.485,0.37,0.5719,neutral,0.5075722336769104,0.7315071,0.021643464,0.24684942,2023-04-21 05:05:00
AMZN,2023-04-21,01:07:00,PRESS DIGEST- Wall Street Journal - April 21,0.0,1.0,0.0,0.0,neutral,0.928462028503418,0.046016492,0.041776165,0.91220737,2023-04-21 01:07:00
AMZN,2023-04-21,00:00:00,Beyond Amazon  curated marketplaces get sophisticated,0.0,0.43,0.57,0.6486,neutral,0.7408052086830139,0.43691382,0.030280374,0.53280574,2023-04-21 00:00:00
AMZN,2023-04-20,17:26:00,Amazon Seizes the Moment: Europe's Pandemic Shopping Spree Ignites Expansion Frenzy!,0.195,0.677,0.128,-0.2244,positive,0.5544627904891968,0.52140766,0.04351978,0.43507257,2023-04-20 17:26:00
AMZN,2023-04-20,17:01:00,"Whole Foods Plans Hundreds of Corporate Layoffs, WSJ Reports",0.0,1.0,0.0,0.0,neutral,0.5263192057609558,0.032539766,0.4055097,0.5619505,2023-04-20 17:01:00
AMZN,2023-04-20,16:06:00,"Whole Foods Plans Corporate Job Cuts, Shuffles Structure",0.239,0.761,0.0,-0.296,neutral,0.8863825798034668,0.03701753,0.13042459,0.83255786,2023-04-20 16:06:00
AMZN,2023-04-20,15:25:00,Amazon Launches Anti-Counterfeiting Exchange For Safer Online Shopping,0.0,0.571,0.429,0.5423,neutral,0.7049137949943542,0.49124092,0.02754538,0.4812137,2023-04-20 15:25:00
AMZN,2023-04-20,13:52:00,Big Tech is racing to claim its share of the generative AI market,0.0,0.845,0.155,0.296,neutral,0.5023069977760315,0.5057975,0.010065601,0.48413688,2023-04-20 13:52:00
AMZN,2023-04-20,13:42:00,5 Critical Stock Market Catalysts to Prepare for Next Week,0.223,0.777,0.0,-0.3182,neutral,0.8673255443572998,0.05757086,0.048603076,0.893826,2023-04-20 13:42:00
AMZN,2023-04-20,13:36:00,More Antitrust Pain For Amazon: Loses EU Antitrust Appeal,0.433,0.442,0.125,-0.6344,negative,0.853651225566864,0.017217059,0.71375406,0.26902884,2023-04-20 13:36:00
AMZN,2023-04-20,12:01:00,UPDATE 1-Amazon to expand in business supplies after pandemic boosts sales in Europe,0.0,0.705,0.295,0.5574,positive,0.5974756479263306,0.58879447,0.016409913,0.39479557,2023-04-20 12:01:00
AMZN,2023-04-20,12:00:00,"37 Mistakes We Make When Shopping at Costco, Amazon, Target and Walmart",0.176,0.704,0.12,-0.2023,neutral,0.5826952457427979,0.041639727,0.56175095,0.39660934,2023-04-20 12:00:00
AMZN,2023-04-20,12:00:00,The One Kirkland Product I Think No One Should Buy at Costco,0.18,0.82,0.0,-0.296,negative,0.7328296899795532,0.017533684,0.7140721,0.26839423,2023-04-20 12:00:00
AMZN,2023-04-20,10:02:00,Amazon (AMZN) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,0.0,0.884,0.116,0.1779,positive,0.6752861738204956,0.83162326,0.0017016355,0.16667514,2023-04-20 10:02:00
AMZN,2023-04-20,09:41:00,Amazon CEO Explains Machine Learning Chip Investment -- Is Nvidia Stock In Trouble?,0.175,0.714,0.11,-0.25,neutral,0.5148558020591736,0.038723044,0.2988568,0.66242015,2023-04-20 09:41:00
AMZN,2023-04-20,09:36:00,Amazon and Microsofts AI Gains Mask Cloud Slowdown,0.0,0.594,0.406,0.4767,neutral,0.8208352327346802,0.5825334,0.009835329,0.40763122,2023-04-20 09:36:00
